ZVG-Nr.	CAS-Nr.	verwandte CAS-Nr.	Name
570251	110-01-0	 	Tetrahydrothiophen
570254	7659-86-1	 	(2'-Ethylhexyl)-2-mercaptoacetat
570257	14686-13-6	 	trans-2-Hepten
570258		 	Trialkylborane, fest
570262	15468-32-3	 	Tridymit
570263	126-71-6	 	Triisobutylphosphat
570264	1317-35-7	 	Mangan(II,III)-oxid
570265	88-05-1	 	2,4,6-Trimethylanilin
570270	126-11-4	 	Tris(hydroxymethyl)nitromethan
570271	75-02-5	 	Fluorethen
570273	13464-44-3	 	Zinkarsenat
570274	10326-24-6	 	Zinkarsenit
570275	10361-95-2	 	Zinkchlorat
570277	1314-22-3	 	Zinkperoxid
570278	7779-90-0	 	Zinkphosphat
900018	85136-74-9	 	6-Hydroxy-1-(3-isopropoxy-propyl)-4-methyl-2-oxo-5-(4-(phenylazo)phenylazo)-1,2-dihydro-3-pyridincarbonitril
900048	85665-98-1	 	Tetranatrium-4-amino-3,6-bis(5-(4-chlor-6-(2-hydroxy-ethylamino)-1,3,5-triazin-2-ylamino)-2-sulfonatophenylazo)-5-hydroxynaphthalin-2,7-disulfonat
900063		 	Mononatrium-aqua-(5-((2,4-dihydroxy-5-((2-hydroxy-3,5-dinitrophenyl)azo)phenyl)azo)-2-naphthalensulfonat),Eisenkomplex
900085	55349-70-7	 	Gemisch aus  2-(N-(2-Hydroxyethyl)stearamido)ethylstearat;  Natrium-(bis(2-(stearoyloxy)ethyl)amino)methylsulfonat;  Natrium-(bis(2-hydroxyethyl)amino)methylsulfonat und  N,N-Bis(2-hydroxyethyl)stearamid
900114	83708-14-9	 	3-Eicosyl-4-henicosyliden-oxetan-2-on
900135		 	Reaktionsprodukt von:(2-Hydroxy-4-(3-propenoxy)benzophenon und Triethoxysilan) mit (Hydrolyseprodukt von Siliciumdioxid und Methyltrimethoxysilan)
900155		 	Gemisch aus  Isomere von 2-(2H-Benzotriazol-2-yl)-4-methyl-(n)-dodecylphenol;  Isomere von 2-(2H-Benzotriazol-2-yl)-4-methyl-(n)-tetracosylphenol und  Isomere von 2-(2H-Benzo-triazol-2-yl)-4-methyl-5,6-didodecyl-phenol. n=5 oder 6
900169	108225-03-2	 	(7-(4,6-Bis(2-ammoniopropylamino)-1,3,5-triazin-2-ylamino)-4-hydroxy-3-((2-methoxyphenyl)azo)naphthalin-2-sulfonato)monoformiat
900182		 	(Methylenbis(4,1-phenylenazo(1-(3-(dimethylamino)propyl)-1,2-dihydro-6-hydroxy-4-methyl-2-oxopyridin-5,3-diyl)))-1,1'-dipyridiniumdichloriddihydrochlorid
900191		 	3,3'-Bis(dioctyloxythiophosphinoylthio)-N,N'-oxybis-(methylen)dipropionamid
900250	54914-85-1	 	1,2-Bis(3-methylphenoxy)ethan
900267	110553-27-0	 	4,6-Bis(octylthiomethyl)-o-kresol
900268		 	Gemisch (2:1:1) aus  Trinatrium-N(1')-N(2):N(1''')-N(2'')-eta-6-(2-amino-4-(oder 6)-hydroxy-(oder 4-amino-2-hydroxy)phenylazo)-6''-(1-carbaniloyl-2-hydroxyprop-1-enylazo)-5',5'''-disulfamoyl-3,3''-disulfonatobis(naphthalin-2,1'-azobenzol-1,2'-diolato-O(1),O(2'))-chromat;  Trinatrium-N(1')-N(2):N(1''')-N(2'')-eta-6,6''-bis-(1-carbaniloyl-2-hydroxyprop-1-enylazo)-5',5'''-disulfamoyl-3,3''-disulfonatobis(naphthalin-2,1'-azobenzol-1,2'-diolato-O(1),O(2'))-chromat und  Trinatrium-N(1')-N(2):N(1''')-N(2'')-eta-6,6''-bis(2-amino-4-(oder 6)-hydroxy-(oder 4-amino-2-hydroxy)phenylazo)-5',5'''-disulfamoyl-3,3''-disulfonatobis(naphthalin-2,1'-azobenzol-1,2'-diolato-O(1),O(2')benzol-1,2'-diolato-O(1),O(2'))-chromat
900280	110968-12-2	 	N-(3,5-Dichlor-4-ethyl-2-hydroxyphenyl)-2-(3-pentadecylphenoxy)butanamid
900283		 	Gemisch aus  Dinatrium-4-(3-ethoxycarbonyl-4-(5-(3-ethoxy-carbonyl-5-hydroxy-1-(4-sulfonatophenyl)pyrazol-4-yl)penta-2,4-dienyliden)-4,5-dihydro-5-oxopyrazol-1-yl)benzolsulfonat und  Trinatrium-4-(3-ethoxycarbonyl-4-(5-(3-ethoxycarbonyl-5-oxido-1-(4-sulfonatophenyl)pyrazol-4-yl)penta-2,4-dienyliden)-4,5-dihydro-5-oxopyrazol-1-yl)benzolsulfonat
900295		 	Gemisch aus  4-((Bis(4-fluorphenyl)methylsilyl)methyl)-4H-1,2,4-triazol und  1-((Bis(4-fluorphenyl)methylsilyl)methyl)-1H-1,2,4-triazol
900299	114565-65-0	 	Gemisch aus  2,2-Iminodiethanol-6-methyl-2-(4-(2,4,6-triaminopyrimidin-5-ylazo)phenyl)benzothiazol-7-sulfonat;  und N,N-Diethylpropan-1,3-diamin-6-methyl-2-(4-(2,4,6-triaminopyrimidin-5-ylazo)phenyl)benzothiazol-7-sulfonat und  2-Methylaminoethanol-6-methyl-2-(4-(2,4,6-triaminopyrimidin-5-ylazo)phenyl)benzothiazol-7-sulfonat
900300	93633-79-5	 	3-(N-Methyl-N-(4-methylamino-3-nitrophenyl)amino)propan-1,2-diol-hydrochlorid
900302	117527-94-3	 	Solvent Black 29
900310	106264-79-3	 	6-Methyl-2,4-bis(methylthio)phenylen-1,3-diamin
900311	17742-69-7	 	2,6-Dichlor-4-nitroanisol
900312	82985-35-1	 	Bis(3-(trimethoxysilyl)propyl)amin
900313	74227-35-3	 	Gemisch aus  Thiobis(4,1-phenylen)-S,S,S',S'-tetraphenyldisulfoniumbishexafluorphosphat;  Diphenyl(4-phenylthiophenyl)sulfoniumhexafluorphosphat und Propylencarbonat
900314		 	Diphenyl(4-phenylthiophenyl)sulfoniumhexafluorantimonat
900315	19247-05-3	 	N,N-Hydrazinodiessigsäure
900317	2687-96-9	 	1-Dodecyl-2-pyrrolidon
900319		 	Polymerreaktionsprodukt aus Bicyclo(2.2.1)hepta-2,5-dien, Ethen, 1,4-Hexadien, 1-Propen und N,N-Di-2-propenylformamid
900320	22432-68-4	 	4,4,5,5-Tetrachlor-1,3-dioxolan-2-on
900324		 	Titan(IV)-oxalat
900326		 	Gemisch aus  Trioctylphosphinoxid;  Hexyldioctylphosphinoxid und  Dihexyloctylphosphinoxid
900332	108673-51-4	 	N-(4-(3-(4-Cyanphenyl)ureido)-3-hydroxyphenyl)-2-(2,4-di-tert-pentylphenoxy)octanamid
900335	123312-54-9	 	Dimethyldioctadecylammoniumhydrogensulfat
900341	125792-14-5	 	Tributyltetradecylphosphoniumtetrafluoroborat
900343		 	Glutaminsäure, Reaktionsprodukte mit N-(C12-14Alkyl)propylen-1,3-diamin
900344		 	Tris(octadec-9-enylammonium)(trisulfonatophthalocyaninato)-kupfer(II)
900358		 	Gemisch aus  Thiobis(4,1-phenylen)-S,S,S',S'-tetraphenyldisulfoniumbishexafluorphosphat und  Diphenyl(4-phenylthiophenyl)sulfoniumhexafluorphosphat
900361		 	Tris(2-(2-hydroxyethoxy)ethyl)ammonium-3-acetoacetamido-4-methoxybenzolsulfonat
900375	954-16-5	 	2,4,6-Trimethylbenzophenon
900377	164578-09-0	 	N,N,N',N'-Tetramethyl-3,3'-(propylenbis(iminocarbonyl-4,1-phenylenazo(1,6-dihydro-2-hydroxy-4-methyl-6-oxopyridin-3,1-diyl)))di(propylammonium)dilactat
900381	137398-54-0	 	Gemisch aus  O,O'-Diisopropyl(pentathio)dithioformiat;  O,O'-Diisopropyl(tetrathio)dithioformiat und  O,O'-Diisopropyl(trithio)dithioformiat
900386		 	Poly(oxypropylencarbonyl-co-oxy(ethylethylen)carbonyl), enthält 27 % Hydroxyvalerat
900387	24197-34-0	 	4,4'-Thiodi-o-kresol
900388		 	Poly(oxo(2-butoxyethyl-3-oxo-butanoato-O'1,O'3)aluminium)
900392	62096-63-3	 	2-Amino-6-ethoxy-4-methylamino-1,3,5-triazin
900397	140876-13-7	 	Kaliumnatrium-3,3'-(3(oder4)-methyl-1,2-phenylenbis(imino(6-chlor)-1,3,5-triazin-4,2-diylimino(2-acetamido-5-methoxy)-4,1-phenylenazo)dinaphthalin-1,5-disulfonat
900399		 	2-Ethoxyethyl-2-(4-(2,6-dihydro-2,6-dioxo-7-phenyl-1,5-dioxaindacen-3-yl)phenoxy)acetat
900401	76823-93-3	 	3-(2-(Diaminomethylenamino)thiazol-4-ylmethylthio)propiononitril
900403		 	4-Nonylphenol, Reaktionsprodukte mit Formaldehyd und Dodecan-1-thiol
900405	42152-47-6	 	7-Methyl-1,6-octadien
900406	95962-14-4	 	2-[2-(4-Methyl-3-cyclohexen-1-yl)propyl]cyclopentanon
900408	122371-93-1	 	2'-(4-Chlor-3-cyano-5-formyl-2-thienylazo)-5'-diethylamino-2-methoxyacetanilid
900410	13019-04-0	 	2,4-Di-tert-butylcyclohexanon
900412		 	Gemisch aus:  Dodecyl-N-(2,2,6,6-tetramethylpiperidin-4-yl)-beta-alaninat und  Tetradecyl-N-(2,2,6,6-tetramethylpiperidin-4-yl)-beta-alaninat
900415	17339-60-5	 	N,N,N',N'-Tetramethyldithiobis(ethylen)diamindihydrochlorid
900418		 	N,N-Di-(poly(oxyethylen)-co-poly(oxypropylen))-4-((3,5-dicyano-4-methyl-2-thienyl)azo)-3-methylanilin
900420	110488-70-5	 	Dimethomorph
900421	7216-95-7	 	Pentakaliumdiethylentriaminpentaacetat
900424	57044-25-4	 	(R)-(+)-Glycidol
900425	71786-70-4	 	Bis(4-dodecylphenyl)iodoniumhexafluorantimonat
900426	57018-52-7	 	1-tert-Butoxy-2-propanol
900430		 	6-Docosyloxy-1-hydroxy-4-(1-(4-hydroxy-3-methylphenanthren-1-yl)-3-oxo-2-oxaphenalen-1-yl)naphthalin-2-carbonsäure
900431	116412-83-0	 	4-Chlor-3',4'-dimethoxybenzophenon
900434	66710-66-5	 	N,N'-Ethylenbis(vinylsulfonylacetamid)
900435		 	5-tert-Butyl-3-isoxazolylaminhydrochlorid
900436		 	Tetrakalium-2-(4-(5-(1-(2,5-disulfonatophenyl)-3-ethoxycarbonyl-5-hydroxypyrazol-4-yl)penta-2,4-dienyliden)-3-ethoxycarbonyl-5-oxo-2-pyrazolin-1-yl)benzol-1,4-disulfonat
900440		 	Natrium-3,5-bis(3-(2,4-di-tert-pentylphenoxy)propylcarbamoyl)benzolsulfonat
900447		 	2,9-Bis(3-(diethylamino)propylsulfamoyl)chino(2,3-b)acridin-7,14-dion
900457	111109-77-4	 	Dipropylenglykoldimethylether, Isomerengemisch
900471	164578-14-7	 	2-(4-(Diethylaminopropylcarbamoyl)phenylazo)-3-oxo-N-(2,3-dihydro-2-oxobenzimidazol-5-yl)butyramid
900475		 	4-Dimethylaminobenzoldiazonium-3-carboxy-4-hydroxybenzolsulfonat
900491	115662-06-1	 	5,6,12,13-Tetrachloranthra-(2,1,9-def:6,5,10-d'e'f')diisochinolin-1,3,8,10(2H,9H)-tetron
900502		 	N,N,N-Trimethyl-2,3-bis(stearoyloxy)propylammoniumchlorid
900505		 	Isomerengemisch aus: Natriumphenethylnaphthalinsulfonat und Natriumnaphthylethylbenzosulfonat
900507		 	Isomerengemisch aus: Methyldiphenylmethan und Dimethyldiphenylmethan
900512		 	Bis((1-methylimidazol)-(2-ethylhexanoat)), Zinkkomplex
900514	1145668-79-6	 118685-33-9	Gemisch aus  Dinatrium-(6-(4-anisidino)-3-sulfonato-2-(3,5-dinitro-2-oxidophenylazo)-1-naphtholato)(1-(5-chlor-2-oxidophenylazo)-2-naphtholato)chromat(1-) und  Trinatriumbis(6-(4-anisidino)-3-sulfonato-2-(3,5-dinitro-2-oxidophenylazo)-1-naphtholato)chromat(1-)
900518	126990-35-0	 	Dicyclopentyldimethoxysilan
900520	694-64-4	 	2,2-Ethylmethylthiazolidin
900522		 	alpha-Hydroxypoly(methyl(3-(2,2,6,6-tetramethylpiperidin-4-yloxy)propyl)siloxan)
900526	17092-80-7	 	m-Mentha-1,3(8)-dien
900536	118685-34-0	 	Natrium-5-butylbenzotriazol
900537		 	Gemisch aus  1,1'-((Dihydroxyphenylen)bis(azo-3,1-phenylen-azo(1-(3-(dimethylamino)propyl)-1,2-dihydro-6-hydroxy-4-methyl-2-oxopyridin-5,3-di-yl)))dipyridiniumdichlorid, dihydrochlorid, Isomerengemisch und  1-(1-(3-Dimethylaminopropyl)-5-(3-((4-(1-(3-dimethylaminopropyl)-1,6-dihydro-2-hydroxy-4-methyl-6-oxo-5-pyridino-3-pyridylazo)phenylazo)-2,4(oder 2,6 oder 3,5)-dihydroxyphenylazo)phenylazo)-1,2-dihydro-6-hydroxy-4-methyl-2-oxo-3-pyridyl)pyridiniumdichlorid
900540		 	Dinatrium-7-(4,6-dichlor-1,3,5-triazin-2-ylamino)-4-hydroxy-3-(4-(2-(sulfonatooxy)ethylsulfonyl)phenylazo)naphthalin-2-sulfonat
900542	68132-19-4	 	C8-18 Alkylbis(2-hydroxyethyl)ammoniumbis(2-ethylhexyl)phosphat
900544	2633-67-2	 	Styrol-4-sulfonylchlorid
900545		 	Thionylchlorid, Reaktionsprodukte mit 1,3,4-Thiadiazol-2,5-dithiol, tert-Nonanthiol und C12-14-tert-Alkylamin
900546	122063-39-2	 	2-(4-(N-(4-Acetoxybutyl)-N-ethylamino)-2-methylphenylazo)-3-acetyl-5-nitrothiophen
900550		 	Tris(isopropyl/tert-butylphenyl)phosphat
900551		 	Tetrahydro-2-isobutyl-4-methylpyran-4-ol, cis-trans-Isomerengemisch
900554		 	Gemisch aus Komplexen von Titan; 2,2'-Oxydiethanol; Ammoniumlactat; Nitrilotris(2-propanol) und Ethylenglykol
900555	94050-51-8	 	4-Chlorphenylcyclopropylketon-O-(4-aminobenzyl)oxim
900557	124088-59-1	 	Benzyldimethyloctadecylammonium-3-nitrobenzolsulfonat
900558		 	Gemisch aus  2-Acryloyloxyethylhydrogencyclohexan-1,2-dicarboxylat und  2-Methacryloyloxyethylhydrogencyclohexan-1,2-dicarboxylat
900560	66531-87-1	 56265-04-4	Natriumbenzoyloxybenzol-4-sulfonat
900561		 	2-(4-(4-Cyan-3-methylisothiazol-5-ylazo)-N-ethyl-3-methylanilino)ethylacetat
900564		 	Gemisch aus:  Trihexadecylmethylammoniumchlorid und  Dihexadecyldimethylammoniumchlorid
900568		 	R,R-2-Hydroxy-5-(1-hydroxy-2-(4-phenylbut-2-ylamino)ethyl)benzamidhydrogen-2,3-bisbenzoyloxy)succinat
900570	139893-43-9	 	Ammonium-7-(2,6-dimethyl-8-(2,2-dimethylbutyryloxy)-1,2,6,7,8,8a-hexahydro-1-naphthyl)-3,5-dihydroxyheptanoat
900574	41201-60-9	 	6-Fluor-2-methyl-3-(4-methylthiobenzyl)inden
900584	92683-20-0	 	Dodecyl-3-(2-(3-benzyl-4-ethoxy-2,5-dioxoimidazolidin-1-yl)-4,4-dimethyl-3-oxovaleramido)-4-chlorbenzoat
900587	100501-62-0	 	Ethyl-1-ethyl-6,7,8-trifluor-1,4-dihydro-4-oxochinolin-3-carboxylat
900591	174393-75-0	 	Kalium-4-(11-methacrylamido-undecanamido)benzolsulfonat
900602	110560-22-0	 	1-Hydroxy-5-(2-methylpropyl-oxycarbonylamino)-N-(3-dodecyloxypropyl)-2-naphthoamid
900603	65322-65-8	 	1-(1-Naphthylmethyl)chinoliniumchlorid
900605	72619-32-0	 	Methyl-(R)-2-(4-(3-chlor-5-trifluormethyl-2-pyridyloxy)-phenoxy)propionat
900607		 	N-(2-(6-Chlor-7-methylpyrazolo(1,5-b)-1,2,4-triazol-4-yl)propyl)-2-(2,4-di-tert-pentylphenoxy)octanamid
900608	4595-26-0	 	2-n-Hexadecylhydrochinon
900613	122760-85-4	 	4-Methyl-8-methylentricyclo(3.3.1.1<3,7>)dec-2-ylacetat
900616	52301-18-5	 	Tris(isopropenyloxy)phenylsilan
900628	131013-83-7	 	Tetrakis(tetramethylammonium)-3,3'-((6-(2-hydroxyethyl-amino)-1,3,5-triazin-2,4-diyl)bis(imino(2-methyl-4,1-phenylen)azo))bis-naphthalin-1,5-disulfonat
900629	56533-00-7	 	1,1,3,3-Tetrabutyl-1,3-dizinnoxydicaprylat
900630	149057-64-7	 	Bis(N-(7-hydroxy-8-methyl-5-phenylphenazin-3-yliden)dimethylammonium)sulfat
900633	125078-60-6	 	Bis(C12-14-alkylammonium)-2-(benzothiazol-2-ylthio)succinat
900635	131013-81-5	 	Tris(tetramethylammonium)-5-hydroxy-1-(4-sulfonatophenyl)-4-(4-sulfonatophenylazo)-pyrazol-3-carboxylat
900638	72531-53-4	 	2-Methylpropyl-2-hydroxy-2-methylbut-3-enoat
900639	128344-23-0	 	2,2'-(3,3'-(Piperazin-1,4-diyl)dipropyl)bis(1H-benzimidazo(2,1-b)benzo(l,m,n)(3,8)phenanthrolin-1,3,6-trion
900640	131756-09-7	 	Isomerengemisch aus: alpha-((Dimethyl)biphenyl)-omega-hydroxypoly(oxyethylen)
900642	92952-81-3	 	4-((3-Hydroxypropyl)amino)-3-nitrophenol
900643	111850-00-1	 	Gemisch aus  2,6,9-Trimethyl-2,5,9-cyclododecatrien-1-ol und  6,9-Dimethyl-2-methylen-5,9-cyclododecadien-1-ol und Isomere
900645	121626-73-1	 	4-Allyl-2-chlor-1-fluorbenzol
900646		 	Gemisch aus  2,2',2'',2'''-(Ethylendinitrilo)tetrakis-N,N-di(C16)alkylacetamid und  2,2',2'',2'''-(Ethylendinitrilo)tetrakis-N,N-di(C18)alkylacetamid
900651		 	Gemisch aus  Di(1-Octyl-N,N,N-trimethylammonium)octylphosphat;  1-Octyl-N,N,N-trimethylammonium-dioctylphosphat und  1-Octyl-N,N,N-trimethylammonium-octylphosphat
900659	126019-82-7	 	O,O,O-Tris(2(oder 4)-C9-10-isoalkylphenyl)phosphorthioat
900660	135354-31-3	 	1,3-Bis(4-benzoyl-3-hydroxyphenoxy)prop-2-ylacetat
900661	118208-02-9	 	2,4-Bis(2-((2-(dimethylamino)ethyl)oxycarbonyl)phenylazo)-1,3-dihydroxybenzoldihydrochlorid
900663		 	Gemisch aus Butan-2-on-oxim und syn-O,O'-Di(butan-2-on-oxim)diethoxysilan
900664		 	Dichlor-(3-(3-chlor-4-fluorphenyl)propyl)methylsilan
900669	122630-55-1	 	Dimethyl-3,3'-(N-(4-(4-brom-2,6-dicyanophenylazo)-3-hydroxyphenyl)imino)dipropionat
900671	116230-20-7	 	2-(2-(2-Hydroxyethoxy)ethyl)-2-azabicyclo(2.2.1)heptan
900680		 	Gemisch aus  Bis(tris(2-(2-hydroxy(1-methyl)ethoxy)ethyl)ammonium)-7-anilino-4-hydroxy-3-(2-methoxy-5-methyl-4-(4-sulfonatophenylazo)phenylazo)naphthalin-2-sulfonat und  Bis(tris(2-(2-hydroxy(2-methyl)ethoxy)ethyl)ammonium)-7-anilino-4-hydroxy-3-(2-methoxy-5-methyl-4-(4-sulfonato-phenylazo)phenylazo)naphthalin-2-sulfonat
900681	129228-11-1	 	2-Isopropyl-2-(1-methylbutyl)-1,3-dimethoxypropan
900682	3236-71-3	 	9,9-Bis(4-hydroxyphenyl)fluoren
900684		 	Gemisch aus  Natrium/Kalium-(3-(4-(5-(5-chlor-2,6-difluor-pyrimidin-4-ylamino)-2-methoxy-3-sulfonatophenylazo)-2-oxidophenylazo)-2,5,7-trisulfonato-4-naphtholato)kupfer(II) und  Natrium/Kalium-(3-(4-(5-(5-chlor-4,6-difluorpyrimidin-2-ylamino)-2-methoxy-3-sulfonatophenylazo)-2-oxidophenylazo)-2,5,7-trisulfonato-4-naphtholato)kupfer(II)
900685		 	Trinatrium-(1-(3-carboxylato-2-oxido-5-sulfonatophenylazo)-5-hydroxy-7-sulfonatonaphthalin-2-amido)nickel(II)
900689	47073-92-7	 	4,4'-Ethylidendiphenyldicyanat
900690	101657-77-6	 	4,4'-Methylenbis(2,6-dimethylphenylcyanat)
900693		 	Gemisch aus  n-Octadecylaminodiethylbis(hydrogenmaleat) und  n-Octadecylaminodiethylhydrogenmaleathydrogenphthalat
900695		 	Gemisch (2:1) aus  Tris(3,5,5-trimethylhexylammonium)-4-amino-3-(4-(4-(2-amino-4-hydroxyphenylazo)anilino)-3-sulfonatophenylazo)-5,6-dihydro-5-oxo-6-phenylhydrazono-naphthalin-2,7-disulfonat und  Tris(3,5,5-trimethylhexylammonium)-4-amino-3-(4-(4-(4-amino-2-hydroxyphenylazo)anilino)-3-sulfonatophenylazo)-5,6-dihydro-5-oxo-6-phenylhydrazononaphthalin-2,7-disulfonat
900700	81880-96-8	 	(4-Hydrazinophenyl)-N-methylmethansulfonamidhydrochlorid
900702	94097-88-8	 	(E,Z)-4-Chlorphenyl(cyclopropyl)keton-O-(4-nitrophenyl-methyl)oxim
900704	114369-43-6	 	Fenbuconazol
900705	54322-20-2	 	Natrium-4-chlor-1-hydroxybutan-1-sulfonat
900707		 	Gemisch aus  Bis(isotridecylammonium)mono(di(4-methyl-pent-2-yloxy)thiophosphoro-thionylisopropyl)phosphat und  Isotridecylammoniumbis(di-(4-methylpent-2-yloxy)thiophosphorothionylisopropyl)phosphat
900708	117584-16-4	 	3-(2,6-Dichlor-4-nitrophenylazo)-1-methyl-2-phenylindol
900712	104218-44-2	 	1-(3-Mesyloxy-5-trityloxymethyl-2-D-threofuryl)thymin
900721		 	Gemisch aus  1,3-Dihex-5-en-1-yl-1,1,3,3-tetramethyldisiloxan und  1,3-Dihex-n-en-1-yl-1,1,3,3-tetramethyldisiloxan (n=1, 2, 3, 4)
900723		 	Gemisch aus  3,3'-Dicyclohexyl-1,1'-(methylenbis(4,1-phenylen))diharnstoff;  3-Cyclohexyl-1-(4-(4-(3-octadecylureido)benzyl)phenyl)harnstoff und  3,3'-Dioctadecyl-1,1'-(methylenbis(4,1-phenylen))diharnstoff
900725		 	Gemisch (1:2:1) aus  N,N'-(Methylen-di-4,1-phenylen)bis(N''-cyclohexyl)harnstoff;  N,N'-(Methylen-di-4,1-phenylen)bis(N''-octadecyl)harnstoff und  N,N'-(Methylen-di-4,1-phenylen)bis(N''-dicyclohexyl)harnstoff
900729	89392-03-0	 	Phenyl-N-(4,6-dimethoxy-pyrimidin-2-yl)carbamat
900730	43136-14-7	 	3,3'-Dioctadecyl-1,1'-methylenbis(4,1-phenylen)diharnstoff
900737	24403-04-1	 	2-Brom-2-nitropropanol
900738	55612-11-8	 	1-(2-Deoxy-5-O-trityl-beta-D-threopentofuranosyl)thymin
900741	126637-70-5	 	Dilithiumdinatrium-(5,5'-di-amino-(mu-4,4'-dihydroxy-1:2-kappa-2,O4,O4',-3,3'-(3,3'-dihydroxy-1:2-kappa-2-O3,O3'-biphenyl-4,4'-ylenbisazo-1:2-(N3,N4-eta:N3',N4'-eta))-dinaphthalin-2,7-disufonato(8)))dicuprat(2-)
900742	159604-94-1	 	(2,2'-(3,3'-Dioxidobiphenyl-4,4'-diyldiazo)bis(6-(4-(3-(diethylamino)propylamino)-6-(3-(diethylammonio)propylamino)-1,3,5-triazin-2-ylamino)-3-sulfonato-1-naphtholato))dikupfer(II)acetatlactat
900746		 	Gemisch aus  1-Desoxy-1-(methyl-(1-oxododecyl)amino)-D-glucitol und  1-Desoxy-1-(methyl-(1-oxotetradecyl)amino)-D-glucitol (3:1)
900748		 	Gemisch aus  Ammonium-1,2-bis(hexyloxycarbonyl)ethansulfonat,  Ammonium-1-hexyloxycarbonyl-2-octyloxycarbonylethansulfonat und  Ammonium-2-hexyloxycarbonyl-1-octyloxycarbonylethansulfonat
900749	97148-39-5	 	Ammonium-(Z)-alpha-methoxyimino-2-furylacetat
900751	105812-81-5	 	(-)-trans-4-(4'-Fluorphenyl)-3-hydroxymethyl-N-methylpiperidin
900756	32998-95-1	 	N-tert-Butyl-3-methylpicolin-amid
900758	26116-56-3	 	(9S)-9-Amino-9-deoxyerythromycin
900763	152678-95-0	 	Gemisch aus  2-(Hexylthio)ethylaminhydrochlorid und  Natriumpropionat
900764	1435-48-9	 	1,3-Dichlor-4-fluorbenzol
900765		 	Gemisch aus  Trinatrium-(2,4(oder 2,6 oder 4,6)-bis(3,5-dinitro-2-oxidophenylazo)-5-hydroxyphenolato)(2(oder 4 oder6)-(3,5-dinitro-2-oxidophenylazo)-5-hydroxy-4(oder 2 oder 6)-(4-(4-nitro-2-sulfonatoanilino)phenylazo)phenolato)ferrat(1-);  Trinatriumbis(2,4(oder 2,6 oder 4,6)-bis(3,5-dinitro-2-oxidophenylazo)-5-hydroxyphenolato)ferrat(1-);  Trinatrium-(2,4(oder 2,6 oder 4,6)-bis(3,5-dinitro-2-oxido-phenylazo)-5-hydroxyphenolato)(2(oder 4 oder 6)-(3,5-dinitro-2-oxidophenylazo)-5-hydroxy-4(oder 2 oder 6)-(4-nitro-2-sulfonatophenylazo)phenolato)ferrat(1-);  Trinatrium-(2,4(oder 2,6 oder 4,6)-bis(3,5-dinitro-2-oxidophphenylazo)-5-hydroxyphenolato)(2(oder 4 oder 6)-(3,5-dinitro-2-oxidophenylazo)-5-hydroxy-4(oder 2 oder 6)-(3-sulfonatophenylazo)phenolato)ferrat(1-) und  Dinatrium-3,3'-(2,4-dihydroxy-1,3(oder 1,5 oder 3,5)phenylendiazo)dibenzolsulfonat
900783	118658-98-3	 	7-(4-(3-Diethylaminopropyl-amino)-6-(3-diethylammonio-propylamino)-1,3,5-triazin-2-ylamino)-4-hydroxy-3-(4-phenylazophenylazo)-naphthalen-2-sulfonat, Essigsäure, Milchsäure (2:1:1)
900787		 	Gemisch aus  N,N-Di(hydrierte alkyl C14-C18)phthalamsäure und  dihydrierten Alkyl(C14-C18)-aminen (Verhältnis 2:1)
900790	130201-57-9	 	Tetranatrium 5-(4-Chlor-6-(N-ethylanilino)-1,3,5-triazin-2-ylamino)-4-hydroxy-3-(1,5-disulfonatonaphthalin-2-ylazo)naphthalin-2,7-disulfonat
900791		 	Dinatrium 7-(4-chlor-6-(N-ethyl-o-toluidino)-1,3,5-triazin-2-ylamino)-4-hydroxy-3-(4-methoxy-2-sulfonatophenylazo)-2-naphthalensulfonat
900793	147703-65-9	 	Natrium-3-(2-acetamid-4-(4-(2-hydroxybutoxy)phenylazo)phenylazo)benzolsulfonat
900794	148732-74-5	 	Tetranatrium-(c-(3-(1-(3-(e-6-dichlor-5-cyanopyrimidin-f-yl(methyl)amino)propyl)-1,6-dihydro-2-hydroxy-4-methyl-6-oxo-3-pyridylazo)-4-sulfonatophenylsulfamoyl)phtalocyanin-a,b,d-trisulfonato(6-))nickelat (II) (a=1,2,3 oder 4, b=8,9,10 oder 11, c=15,16,17 oder 18, d=22,23,24 oder 25, e,f=2 oder 4)
900795	130728-76-6	 	N,N,N',N'-Tetraglycidyl-4,4'-diamino-3,3'-diethyldiphenylmethan
900798		 	Gemisch aus  Dodecyloxy-1-methyl-1-(oxy-poly-(2-hydroxymethyl-ethanoxy))pentadecan und  Dodecyloxy-1-methyl-1-(oxy-poly-(2-hydroxymethyl-ethanoxy))heptadecan
900803		 	Hexanatrium-4,4'-dihydroxy-3,3'-bis(2-sulfonato-4-(4-sulfonatophenylazo)phenylazo)-7,7'(p-phenylenbis(imino(6-chlor-1,3,5-triazin-4,2-diyl)imino))dinaphthalen-2-sulfonat
900805	92761-26-7	 	(E-E)-3,3'-(1,4-Phenylendi-methyliden)bis(2-oxobornan-10-sulfonsäure)
900808	3741-80-8	 	N-(1,1-Dimethylethyl)bis(2-benzothiazolsulfen)amid
